pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,9.2,,,,,Microlensing,2013.0
USco CTIO 108 b,USco CTIO 108,4449.62,,,,2700.0,Imaging,2008.0
HD 4732 b,HD 4732,,,371.74,,4898.0,Radial Velocity,2012.0
Kepler-225 b,Kepler-225,,1.2,6.738975,,3682.0,Transit,2014.0
Kepler-311 d,Kepler-311,,2.05,232.040326,327.0,5903.0,Transit,2023.0
Kepler-539 c,Kepler-539,762.792,,1000.0,253.0,5820.0,Transit Timing Variations,2016.0
Kepler-783 c,Kepler-783,,2.33153725,7.05395,,5411.49,Transit,2020.0
HD 18015 b,HD 18015,,,2278.0,,5603.0,Radial Velocity,2018.0
Kepler-160 c,Kepler-160,,3.76,13.699429,,5471.0,Transit,2014.0
TOI-4515 b,TOI-4515,637.0,12.17,15.266446,705.0,5433.0,Transit,2024.0
Kepler-1143 b,Kepler-1143,,1.67,2.888904849,,5053.0,Transit,2016.0
Kepler-1833 b,Kepler-1833,,1.30027362,6.892129898,,6164.0,Transit,2021.0
Kepler-1805 b,Kepler-1805,,1.54502915,8.847940445,,3867.0,Transit,2021.0
CoRoT-7 c,CoRoT-7,8.4,,3.698,,5256.0,Radial Velocity,2009.0
HD 60292 b,HD 60292,,,495.4,,4348.0,Radial Velocity,2020.0
TOI-784 b,HD 307842,9.67,1.93,2.7970365,,5558.0,Transit,2023.0
Kepler-1240 b,Kepler-1240,,1.15,4.8663815,,5682.0,Transit,2016.0
Kepler-140 c,Kepler-140,,1.8,91.353282,,6077.0,Transit,2014.0
Kepler-1095 b,Kepler-1095,,1.21,4.27103091,,5658.0,Transit,2016.0
Kepler-1445 b,Kepler-1445,,0.96,10.60052251,,6150.0,Transit,2016.0
Kepler-1728 b,Kepler-1728,,2.95501875,4.782999992,,5170.0,Transit,2021.0
K2-201 b,K2-201,,1.40006712,1.05979,,5507.0,Transit,2018.0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,13.03096469,,,,,Microlensing,2024.0
Kepler-436 b,Kepler-436,,2.73,64.00205,,4651.0,Transit,2015.0
GJ 414 A c,GJ 414 A,,8.4,749.83,124.7,4120.0,Radial Velocity,2021.0
Kepler-286 b,Kepler-286,,1.24,1.796302,,5580.0,Transit,2014.0
Kepler-262 b,Kepler-262,,1.36,13.060855,,5841.0,Transit,2014.0
ZTF J1828+2308 b,ZTF J1828+2308,6356.56814,11.13051784,0.1120067,,15900.0,Transit,2025.0
Kepler-69 b,Kepler-69,,2.24,13.722341,779.0,5638.0,Transit,2013.0
HD 167768 b,HD 167768,,,20.6532,,4851.0,Radial Velocity,2022.0
Kepler-342 c,Kepler-342,,1.96,26.234138,,6175.0,Transit,2014.0
GJ 3988 b,GJ 3988,,,6.9442,348.0,3273.0,Radial Velocity,2023.0
Kepler-1440 b,Kepler-1440,,1.26,39.859484,,5698.0,Transit,2016.0
Kepler-1257 b,Kepler-1257,,1.52,2.668313762,,5502.0,Transit,2016.0
KOI-351 e,KOI-351,,2.66,91.93913,,6080.0,Transit,2013.0
tau Gem b,tau Gem,,,305.5,,4388.0,Radial Velocity,2013.0
Kepler-1159 b,Kepler-1159,,2.37,22.70816791,,6217.0,Transit,2016.0
Kepler-1724 b,Kepler-1724,,2.83677238,6.45442009,,6092.0,Transit,2021.0
Kepler-922 b,Kepler-922,,1.42,0.938466832,,5671.0,Transit,2016.0
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,3.96,,,,,Microlensing,2020.0
Kepler-1661 b,Kepler-1661,17.0,3.87,175.06,243.0,5100.0,Transit,2020.0
K2-59 c,K2-59,,2.3,11.2954,,5055.0,Transit,2016.0
K2-88 b,K2-88,,1.23,4.6122,,3537.0,Transit,2016.0
Kepler-732 b,Kepler-732,,2.18,9.467814048,,3631.0,Transit,2016.0
HIP 74890 b,HIP 74890,,,822.3,,4850.0,Radial Velocity,2016.0
Kepler-1388 e,Kepler-1388,,2.46,37.6327084,,4098.0,Transit,2016.0
K2-190 c,K2-190,,1.09308317,21.574023,,5631.0,Transit,2018.0
K2-90 c,K2-90,,1.3,2.900706,,4421.98,Transit,2016.0
GJ 422 b,GJ 422,,,20.129,,,Radial Velocity,2014.0
DMPP-7 b,DMPP-7,,,4.984,,,Radial Velocity,2026.0
HD 28471 b,HD 28471,,,3.1649,1377.0,5766.0,Radial Velocity,2025.0
K2-148 b,K2-148,,1.33,4.38395,,4079.0,Transit,2018.0
K2-316 c,K2-316,,1.83,5.26,423.0,3436.0,Transit,2020.0
K2-73 b,K2-73,9.2,2.58,7.49556,968.0,5867.0,Transit,2016.0
Kepler-885 b,Kepler-885,,2.5,18.11472949,,6187.0,Transit,2016.0
Kepler-441 b,Kepler-441,,1.64,207.2482,,4340.0,Transit,2015.0
K2-389 b,K2-389,,2.33,8.58289,932.0,5773.0,Transit,2022.0
Kepler-890 b,Kepler-890,,8.89,52.75875577,,5954.0,Transit,2016.0
K2-47 b,K2-47,,1.89,31.6372,,5054.0,Transit,2016.0
Kepler-863 b,Kepler-863,,2.9,15.59461874,,5678.0,Transit,2016.0
USco1556 b,USco1556 A,4767.45,,,2240.0,3410.0,Imaging,2019.0
Kepler-1219 b,Kepler-1219,,2.12,16.10467749,,5944.0,Transit,2016.0
Kepler-149 b,Kepler-149,,4.21,29.198943,,5381.0,Transit,2014.0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,,,5.118,,5725.0,Radial Velocity,2014.0
Kepler-958 b,Kepler-958,,2.06,9.7678805,,5421.0,Transit,2016.0
Kepler-172 e,Kepler-172,,2.76,35.118736,,5526.0,Transit,2014.0
GJ 414 A b,GJ 414 A,,2.63,50.8,308.6,4120.0,Radial Velocity,2021.0
Kepler-178 d,Kepler-178,,3.95,96.678988,,5676.0,Transit,2014.0
Kepler-893 b,Kepler-893,,3.03,6.33855761,,5820.0,Transit,2016.0
Kepler-207 b,Kepler-207,,1.57,1.611865,,5920.0,Transit,2014.0
Kepler-373 c,Kepler-373,,1.24,16.725948,,5787.0,Transit,2014.0
Kepler-1926 b,Kepler-1926,,2.31495961,42.87770081,,5256.0,Transit,2021.0
HD 175167 b,HD 175167,4703.8604236,,1175.0,,,Radial Velocity,2009.0
Kepler-32 e,Kepler-32,,1.5,2.896,,3900.0,Transit,2012.0
Kepler-1920 b,Kepler-1920,,2.95415848,30.2541008,,6277.0,Transit,2021.0
Ross 508 b,Ross 508,,,10.77,,3071.0,Radial Velocity,2022.0
Kepler-1691 b,Kepler-1691,,1.83470985,3.8482,,6000.0,Transit,2020.0
91 Aqr b,91 Aqr,,,181.4,,4665.0,Radial Velocity,2013.0
K2-89 b,K2-89,,0.615,1.096026,,3691.0,Transit,2016.0
Kepler-1245 c,Kepler-1245,,1.44,2.936584681,,5306.0,Transit,2016.0
Kepler-1877 b,Kepler-1877,,0.624086,2.377569914,,5615.0,Transit,2021.0
Kepler-445 c,Kepler-445,,2.51,4.871229,,3157.0,Transit,2015.0
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,381.3940884,,,,,Microlensing,2025.0
Kepler-1757 b,Kepler-1757,,2.94660251,19.65640068,,5288.0,Transit,2021.0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,92.0,,,,,Microlensing,2017.0
Kepler-589 b,Kepler-589,,2.27,16.54964934,,5296.0,Transit,2016.0
Kepler-1074 b,Kepler-1074,,1.25,5.94566534,,4002.0,Transit,2016.0
Kepler-321 b,Kepler-321,,1.77,4.915379,,5740.0,Transit,2014.0
Kepler-1063 b,Kepler-1063,,1.49,14.07971466,,5945.0,Transit,2016.0
HD 37124 b,HD 37124,,,154.378,,,Radial Velocity,2002.0
Kepler-377 b,Kepler-377,,1.39,12.509529,,5949.0,Transit,2014.0
Kepler-1772 b,Kepler-1772,,2.68609988,3.215090036,,5541.0,Transit,2021.0
HD 10180 h,HD 10180,,,2205.0,,5911.0,Radial Velocity,2010.0
Kepler-1254 c,Kepler-1254,,1.3,3.60084276,,4985.0,Transit,2016.0
Kepler-1537 b,Kepler-1537,,1.18,1.444453798,,5079.0,Transit,2016.0
Kepler-334 c,Kepler-334,,1.43,12.758005,,5828.0,Transit,2014.0
Kepler-1181 b,Kepler-1181,,1.57,4.89337519,,6176.0,Transit,2016.0
Kepler-1689 b,Kepler-1689,,0.94678642,8.483,,5731.43,Transit,2020.0
KIC 5437945 b,KIC 5437945,,6.4,440.7813,,6340.0,Transit,2015.0
Kepler-1870 b,Kepler-1870,,2.10143764,3.606940031,,5508.0,Transit,2021.0
Kepler-312 b,Kepler-312,,1.29,1.772419,,6115.0,Transit,2014.0
HD 101930 b,HD 101930,,,70.46,,5108.0,Radial Velocity,2005.0
Kepler-181 b,Kepler-181,,1.27,3.137873,,5333.0,Transit,2014.0
Kepler-254 c,Kepler-254,,2.15,12.412183,,5957.0,Transit,2014.0
Kepler-49 b,Kepler-49,9.77,2.579,7.2,,4095.6,Transit,2012.0
Kepler-293 b,Kepler-293,,3.07,19.254196,,5804.0,Transit,2014.0
K2-263 b,K2-263,14.9,2.41,50.818947,470.0,5368.0,Transit,2018.0
HD 33142 c,HD 33142,,,810.2,,5025.4,Radial Velocity,2018.0
Kepler-1269 b,Kepler-1269,,1.63,37.3331536,,5998.0,Transit,2016.0
HD 83443 b,HD 83443,,,2.985628,,5442.0,Radial Velocity,2002.0
HD 37124 c,HD 37124,,,885.5,,,Radial Velocity,2002.0
Kepler-1163 b,Kepler-1163,,1.03,6.11786898,,6302.0,Transit,2016.0
KOI-142 c,KOI-142,214.1,,22.26492,,5466.0,Transit Timing Variations,2013.0
BD+14 4559 b,BD+14 4559,,,268.94,,4864.0,Radial Velocity,2009.0
Kepler-172 c,Kepler-172,,2.86,6.388996,,5526.0,Transit,2014.0
Kepler-395 c,Kepler-395,,1.32,34.989262,,4262.0,Transit,2014.0
Kepler-167 d,Kepler-167,,1.238,21.80379,538.0,4884.0,Transit,2016.0
Kepler-103 c,Kepler-103,58.47,5.4539,179.60978,,6047.0,Transit,2014.0
Kepler-646 b,Kepler-646,,1.99,15.87364565,,5634.0,Transit,2016.0
Kepler-1202 b,Kepler-1202,,2.94,28.6851324,,5834.0,Transit,2016.0
Kepler-206 b,Kepler-206,,1.2,7.781987,,5764.0,Transit,2014.0
CoRoT-14 b,CoRoT-14,2415.4,12.22,1.51214,1952.0,6035.0,Transit,2010.0
Kepler-4 b,Kepler-4,24.472,4.002,3.21346,1650.0,5857.0,Transit,2009.0
WASP-129 b,WASP-129,317.83,10.42437,5.748145,1100.0,5900.0,Transit,2016.0
Kepler-817 b,Kepler-817,,9.03,3.990106229,,5861.0,Transit,2016.0
K2-384 d,K2-384,,1.392,6.679582,,3623.0,Transit,2022.0
TYC 1422-614-1 b,TYC 1422-614-1,,,198.4,,4806.0,Radial Velocity,2014.0
Kepler-1519 b,Kepler-1519,,7.06,240.7989397,,5644.0,Transit,2016.0
TOI-2025 b,TOI-2025,1144.1822652,11.89272852,8.8720982,1166.0,5977.0,Transit,2022.0
Kepler-725 b,Kepler-725,,10.8,39.64372,514.0,5395.0,Transit,2016.0
TOI-1416 b,TOI-1416,3.48,1.62,1.0697568,1517.0,4884.0,Transit,2023.0
TOI-4465 b,TOI-4465,1872.00931723,14.01122587,101.94054,427.0,5545.0,Transit,2025.0
TOI-1842 b,TOI-1842,89.4,12.3485023,9.5739181,1199.55,6039.0,Transit,2021.0
TOI-333 b,TOI-333,20.1,4.26,3.7852503,1445.0,6241.0,Transit,2025.0
TOI-1266 d,TOI-1266,3.68,,32.509,288.0,3563.0,Transit Timing Variations,2025.0
TOI-444 b,TOI-444,,2.77,17.9636,609.0,5225.0,Transit,2023.0
TOI-5817 b,TOI-5817,10.3,3.08,15.61031,950.0,5770.0,Transit,2025.0
GJ 357 b,GJ 357,,1.2,3.9306,518.0,3505.0,Transit,2019.0
Kepler-537 b,Kepler-537,,1.41,3.247555219,,5763.0,Transit,2016.0
Kepler-129 b,Kepler-129,,2.4,15.79,,5770.0,Transit,2014.0
HD 107148 c,HD 107148,,,18.3267,,5752.92,Radial Velocity,2021.0
TOI-4308 b,TOI-4308,,2.4189,9.151201,763.05,5243.0,Transit,2023.0
Kepler-1670 b,Kepler-1670,,3.3564801,20.4998,,5838.0,Transit,2020.0
NGTS-11 b,NGTS-11,109.33352,9.157753,35.45533,435.0,5050.0,Transit,2020.0
TOI-421 b,TOI-421,6.7,2.64,5.197576,922.0,5291.0,Transit,2020.0
TOI-2459 b,TOI-2459,,2.9531,19.104718,445.01,4195.0,Transit,2023.0
TOI-1670 c,TOI-1670,200.23189641,11.06326395,40.74976,684.0,6170.0,Transit,2022.0
TOI-544 c,TOI-544,,,50.089,,4169.0,Radial Velocity,2023.0
WASP-42 b,WASP-42,167.49641,12.576498,4.9816819,1021.0,5315.0,Transit,2012.0
TOI-286 c,TOI-286,3.72,1.88,39.361826,475.0,5152.0,Transit,2024.0
HATS-75 b,HATS-75,156.05374784,9.90873894,2.7886556,772.3,3790.4,Transit,2021.0
HIP 67522 c,HIP 67522,,7.93595834,14.334892,917.0,5675.0,Transit,2024.0
TOI-2046 b,TOI-2046,731.0053361,16.14093221,1.4971842,,6250.0,Transit,2022.0
HD 35843 c,HD 35843,11.32,2.54,46.9622,479.0,5666.0,Transit,2025.0
TOI-913 b,TOI-913,,2.4528,11.098644,712.01,4969.0,Transit,2023.0
HAT-P-50 b,HAT-P-50,429.0705,14.437192,3.1220109,1862.0,6280.0,Transit,2015.0
K2-77 b,K2-77,,2.4996027,8.2000844,806.0,5160.0,Transit,2016.0
Kepler-143 c,Kepler-143,,3.37,27.082511,,5848.0,Transit,2014.0
K2-356 b,K2-356,,2.29,21.0267366,624.0,5568.0,Transit,2021.0
Kepler-1003 b,Kepler-1003,,1.78,3.554856915,,6109.0,Transit,2016.0
Kepler-167 e,Kepler-167,321.00669107,10.16,1071.23205,134.4,4884.0,Transit,2016.0
K2-312 c,HD 80653,,,921.2,,5959.0,Radial Velocity,2023.0
WASP-92 b,WASP-92,255.85315,16.376349,2.1746742,1871.0,6280.0,Transit,2016.0
TOI-5301 b,TOI-5301,1182.32167404,13.09208946,5.858858,1648.0,6240.0,Transit,2024.0
HD 219415 b,HD 219415,,,2093.3,,4820.0,Radial Velocity,2012.0
WASP-123 b,WASP-123,,15.13212395,,1500.0,,Transit,2016.0
TOI-5350 b,TOI-5350,2094.48920213,12.41955062,7.581367,1195.0,6220.0,Transit,2025.0
TOI-125 d,TOI-125,13.6,2.93,19.98,638.1,5320.0,Transit,2020.0
LHS 1678 d,LHS 1678,,0.981,4.9652229,,3490.0,Transit,2024.0
TOI-771 c,TOI-771,,,7.61,365.0,3370.0,Radial Velocity,2025.0
TOI-1749 c,TOI-1749,14.0,2.12,4.4929,673.0,3985.0,Transit,2021.0
NGTS-33 b,NGTS-33,1153.71711741,18.38272835,2.827972,1991.0,7437.0,Transit,2024.0
HD 47366 c,HD 47366,,,677.53,,4866.0,Radial Velocity,2016.0
Kepler-353 b,Kepler-353,,0.89,5.795278,,3903.0,Transit,2014.0
Kepler-1834 b,Kepler-1834,,1.4593834,4.603010178,,4821.0,Transit,2021.0
OGLE-2016-BLG-0007L b,OGLE-2016-BLG-0007L,1.32,,14200.0,,,Microlensing,2025.0
Kepler-19 d,Kepler-19,22.5,,62.95,,5544.0,Radial Velocity,2017.0
TOI-2005 b,TOI-2005,2034.1018048,11.99360935,17.305904,,7130.0,Transit,2025.0
TOI-3819 b,TOI-3819,352.78953177,13.13692538,3.2443141,1633.0,5859.0,Transit,2023.0
HATS-14 b,HATS-14,340.39593,11.646151,2.7667641,1276.0,5346.0,Transit,2015.0
Kepler-448 c,KOI-12,6992.26,,2500.0,,,Transit Timing Variations,2017.0
TOI-2374 b,TOI-2374,56.64,6.81,4.31361,885.0,4802.0,Transit,2024.0
Kepler-1610 b,Kepler-1610,,1.61,8.70181574,,5383.0,Transit,2016.0
Kepler-299 d,Kepler-299,,1.86,15.054786,,5617.0,Transit,2014.0
LTT 3780 c,LTT 3780,8.04,2.39,12.252284,359.0,3358.0,Transit,2020.0
TOI-3976 A b,TOI-3976 A,55.61997123,12.27383387,6.607662,1295.0,5975.0,Transit,2023.0
HD 213885 b,HD 213885,8.83,1.745,1.008035,2128.0,5978.0,Transit,2019.0
TOI-1683.01,TOI-1683,,2.6382,3.0575356,929.25,4402.0,Transit,2024.0
K2-238 b,K2-238,273.3338,14.5717,3.20466,1587.0,5630.0,Transit,2018.0
TOI-3493 b,TOI-3493,8.97,3.22,8.1594667,1102.0,5844.0,Transit,2025.0
TOI-4961 b,TOI-4961,572.0911326,12.34108775,7.479182,919.0,5380.0,Transit,2025.0
TOI-2416 b,TOI-2416,953.485221,9.86390302,8.275479,1080.0,5808.0,Transit,2023.0
Kepler-1603 b,Kepler-1603,,1.29,2.27163926,,6241.0,Transit,2016.0
Kepler-1867 b,Kepler-1867,,1.15985997,9.887359619,,5693.0,Transit,2021.0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,3020.0,,,,,Microlensing,2019.0
HAT-P-36 b,HAT-P-36,587.413406,14.313893,1.32734683,1780.97,5620.0,Transit,2011.0
Kepler-93 c,Kepler-93,954.0,,1460.0,,5669.0,Radial Velocity,2014.0
Kepler-808 b,Kepler-808,,1.46,0.631332353,,4653.0,Transit,2016.0
HD 19615 b,HD 19615,,,402.0,,4263.0,Radial Velocity,2022.0
TOI-2338 b,TOI-2338,1900.61387386,11.2089807,22.65398,799.0,5581.0,Transit,2023.0
Kepler-1141 b,Kepler-1141,,0.82,2.344511944,,5791.0,Transit,2016.0
WASP-147 b,WASP-147,87.40325,12.498035,4.60273,1404.0,5702.0,Transit,2018.0
TOI-3593 b,TOI-3593,565.73456446,11.02963701,3.8212867,1170.0,5550.0,Transit,2025.0
HATS-4 b,HATS-4,420.471,11.433,2.516729,1315.0,5403.0,Transit,2014.0
K2-189 c,K2-189,,2.31,6.67932,877.0,5442.0,Transit,2018.0
HD 169142 b,HD 169142,953.485221,,,,,Imaging,2023.0
TOI-3682 b,TOI-3682,69.28659273,12.80065596,3.3462406,1657.0,5703.0,Transit,2025.0
TOI-406 c,TOI-406,2.08,1.32,3.307441,584.0,3392.0,Transit,2024.0
Kepler-411 b,Kepler-411,25.6,2.401,3.005156,1138.0,,Transit,2013.0
BD-14 3065 b,BD-14 3065 A,3932.0,21.59,4.2889731,2001.0,6935.0,Transit,2024.0
TOI-1691 b,TOI-1691,,3.66,16.736888935,,5759.0,Transit,2024.0
Kepler-435 b,Kepler-435,266.97,22.31,8.6001536,1729.0,6161.0,Transit,2015.0
HIP 9618 b,HIP 9618,8.3,3.82838127,20.772858,640.88,5649.0,Transit,2023.0
K2-185 b,K2-185,,1.15,10.616384,809.0,5788.0,Transit,2018.0
TOI-1472 c,TOI-1472,21.13,3.334,15.5381747,662.0,5100.0,Radial Velocity,2025.0
TOI-712 c,TOI-712,,2.701,51.69906,369.9,4622.0,Transit,2022.0
KELT-18 b,KELT-18,375.0394,17.59813,2.8717518,2085.0,6670.0,Transit,2017.0
HATS-51 b,HATS-51,244.09344,15.80469,3.3488702,1553.0,5758.0,Transit,2017.0
K2-37 c,K2-37,,2.41,6.42966,839.0,5352.0,Transit,2016.0
Kepler-1529 b,Kepler-1529,,2.1,5.33905686,,5048.0,Transit,2016.0
HIP 21152 b,HIP 21152,7627.881768,,22000.0,1300.0,6655.0,Imaging,2022.0
Kepler-81 b,Kepler-81,,2.42,5.955,,,Transit,2012.0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,3337.1,,10037.5,370.0,580.5,Imaging,2011.0
WASP-83 b,WASP-83,95.349,11.65736,4.971252,1120.0,5510.0,Transit,2015.0
TOI-561 e,TOI-561,12.4,2.517,77.144,416.0,,Transit,2020.0
HD 1397 b,HD 1397,131.89945,11.500434,11.53533,1228.3,5521.0,Transit,2018.0
WASP-132 d,WASP-132,,,1816.6,107.0,4686.0,Radial Velocity,2024.0
KELT-10 b,KELT-10,215.80657,15.681391,4.1662739,1377.0,5948.0,Transit,2016.0
TOI-1883 b,TOI-1883,,5.65,4.50638,524.92,3477.0,Transit,2024.0
Kepler-1814 b,Kepler-1814,,2.36961357,2.935359955,,4922.0,Transit,2021.0
TOI-2458 b,TOI-2458,13.31,2.83,3.73659,1509.4,6005.0,Transit,2024.0
WD 0806-661 b,WD 0806-661,2542.627256,,,340.0,,Imaging,2011.0
TOI-4559 b,TOI-4559,,1.415,3.965991,554.16,3558.0,Transit,2024.0
HAT-P-24 b,HAT-P-24,238.3725,14.5717,3.35524,,6373.0,Transit,2010.0
TOI-3321 b,TOI-3321,176.07693748,15.55806521,3.6525145,1616.0,5850.0,Transit,2024.0
HD 77946 b,HD 77946,10.9,2.89646124,6.527363,1128.86,6007.0,Transit,2024.0
Kepler-1709 b,Kepler-1709,,3.12424875,65.70459747,,5918.0,Transit,2021.0
Kepler-765 b,Kepler-765,,2.43,27.6655226,,5901.0,Transit,2016.0
Kepler-35 b,Kepler-35,40.363,8.16,131.458,,5606.0,Transit,2011.0
Kepler-110 c,Kepler-110,,2.21,31.719775,,5960.0,Transit,2014.0
K2-99 b,K2-99,276.51071409,11.88151954,18.24783,1184.0,6069.0,Transit,2016.0
Kepler-92 d,Kepler-92,,2.067,49.3568,,5904.34,Transit,2015.0
Kepler-798 b,Kepler-798,,2.39,13.71933369,,6224.0,Transit,2016.0
TOI-5489 b,TOI-5489,,1.4,3.15222,624.0,3547.0,Transit,2025.0
TOI-1448 b,TOI-1448,19.5,2.749,8.112245,426.0,3412.0,Transit,2024.0
HATS-67 b,HATS-67,460.8535,18.887165,1.6091788,2193.0,6594.0,Transit,2018.0
K2-58 c,K2-58,,1.62,2.53726,,5413.0,Transit,2016.0
HD 28109 d,HD 28109,5.8,3.11,84.2899,561.0,6189.0,Transit,2022.0
TOI-6692 b,TOI-6692,197.05361234,11.67975789,131.125,467.0,5890.0,Transit,2026.0
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,42.32,,,,,Microlensing,2026.0
HD 176986 d,HD 176986,,,61.376,363.0,4931.0,Radial Velocity,2026.0
HD 176986 b,HD 176986,,,6.49164,767.0,4931.0,Radial Velocity,2017.0
HD 176986 c,HD 176986,,,16.8124,558.0,4931.0,Radial Velocity,2017.0
TIC 237913194 b,TIC 237913194,617.22586,12.520453,15.168865,974.0,5788.0,Transit,2020.0
TOI-1136 e,TOI-1136,6.07,,18.801,737.0,5770.0,Transit,2022.0
K2-182 b,K2-182,20.97667486,2.71257333,4.7369696,965.8,5128.0,Transit,2018.0
TOI-1268 b,TOI-1268,96.4,9.1,8.1577094,918.9,5300.0,Transit,2022.0
GJ 1252 b,GJ 1252,1.32,1.193,0.5182331,,3458.0,Transit,2020.0
TOI-5005 b,TOI-5005,32.7,6.25,6.3085044,1040.0,5749.0,Transit,2024.0
LHS 1140 c,LHS 1140,1.91,1.272,3.77794,422.0,3096.0,Transit,2018.0
HATS-7 b,HATS-7,38.1396,6.310667,3.185315,1084.0,4985.0,Transit,2015.0
XO-7 b,XO-7,225.34147,15.389957,2.8641424,1743.0,6250.0,Transit,2019.0
TOI-6478 b,TOI-6478,,4.6,34.005019,204.4,3230.0,Transit,2025.0
HIP 113103 c,HIP 113103,,2.4,14.245648,585.0,4930.0,Transit,2023.0
GJ 3138 d,GJ 3138,,,257.8,,3717.0,Radial Velocity,2017.0
Kepler-917 b,Kepler-917,,1.91,2.970414375,,5418.0,Transit,2016.0
WASP-187 b,WASP-187,254.264,18.38276,5.147878,,6150.0,Transit,2020.0
TOI-4582 b,TOI-4582,168.44905571,10.53644186,31.034,,5190.0,Transit,2023.0
TOI-2803 A b,TOI-2803 A,309.88269682,18.11371281,1.96229325,1893.0,6280.0,Transit,2023.0
HIP 67522 b,HIP 67522,,9.9872018,6.9594731,1175.0,5675.0,Transit,2020.0
K2-110 b,K2-110,15.9,2.592,13.86375,638.0,5010.0,Transit,2017.0
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,2809.60311788,,,,,Microlensing,2025.0
Kepler-953 b,Kepler-953,,4.21,88.40655258,,5416.0,Transit,2016.0
WASP-119 b,WASP-119,390.9309,15.6926,2.49979,1600.0,5650.0,Transit,2016.0
Kepler-102 d,Kepler-102,3.0,1.154,10.311767,686.0,4909.0,Transit,2014.0
KELT-19 A b,KELT-19 A,1293.5681,21.40919,4.6117093,1935.0,7500.0,Transit,2017.0
Kepler-506 b,Kepler-506,,2.73,6.8834055,,6236.0,Transit,2016.0
K2-285 c,K2-285,15.68,3.53,7.138048,741.4,4975.0,Transit,2018.0
TOI-1798.01,TOI-1798,,2.448,8.021522331,,5165.0,Transit,2024.0
TOI-1338 c,TOI-1338 A,75.4,,215.79,,,Radial Velocity,2023.0
TOI-6109 b,TOI-6109,,4.8704,5.690476,,5660.0,Transit,2025.0
Kepler-37 c,Kepler-37,1.3,0.755,21.301848,615.0,5357.0,Transit,2013.0
Kepler-396 b,Kepler-396,75.5,3.5,42.994,,,Transit,2013.0
V2376 Ori b,V2376 Ori,6356.56814,87.20586985,,2100.0,,Imaging,2025.0
K2-138 c,K2-138,6.31,2.299,3.56004,,5356.3,Transit,2017.0
HATS-47 b,HATS-47,117.27927,12.520453,3.9228038,852.9,4512.0,Transit,2020.0
Kepler-43 b,Kepler-43,1026.5909,13.663771,3.0240949,1620.0,6041.0,Transit,2011.0
HATS-39 b,HATS-39,200.2329,17.59813,4.5776348,1645.0,6572.0,Transit,2018.0
TOI-1431 b,TOI-1431,991.62462984,16.70138124,2.650237,2370.0,7690.0,Transit,2021.0
K2-129 b,K2-129,,1.04,8.239493,,3459.09,Transit,2017.0
Kepler-1244 b,Kepler-1244,,1.35,3.70428172,,6680.0,Transit,2016.0
Kepler-160 b,Kepler-160,,1.715,4.309397,,5471.0,Transit,2014.0
HIP 97166 b,HIP 97166,19.1,2.4801338,10.288914,701.66,5216.0,Transit,2021.0
TOI-4602.01,TOI-4602,,2.550449,3.9812091,1380.27,6011.9,Transit,2024.0
TOI-5322 b,TOI-5322,184.02264765,16.6117094,5.4233207,1350.0,5692.0,Transit,2025.0
TOI-2587 A b,TOI-2587 A,69.28659273,12.07207221,5.45664,1445.0,5760.0,Transit,2023.0
HD 118203 b,HD 118203,680.15279098,12.778238,6.1349779,1361.0,5742.0,Radial Velocity,2005.0
WASP-167 b,WASP-167,2542.64,17.71022,2.0219596,2329.0,7000.0,Transit,2017.0
TOI-2048 b,TOI-2048,,2.61,13.79019,,5185.0,Transit,2022.0
TOI-3540 A b,TOI-3540 A,375.03752026,23.53885947,3.119999,1498.0,5810.0,Transit,2022.0
WASP-90 b,WASP-90,200.2329,18.27067,3.916243,1840.0,6430.0,Transit,2016.0
GPX-1 b,GPX-1,6261.2196179,16.47720163,1.744579,2300.0,7000.0,Transit,2021.0
HATS-41 b,HATS-41,3082.951,14.90797,4.193649,1710.0,6424.0,Transit,2018.0
Kepler-65 e,Kepler-65,260.0,,258.8,,,Radial Velocity,2019.0
TOI-122 b,TOI-122,,2.72,5.07803,471.0,3403.0,Transit,2020.0
Kepler-102 f,Kepler-102,4.3,0.861,27.453592,495.0,4909.0,Transit,2014.0
K2-266 e,K2-266,14.3,2.73,19.482,490.1,4285.0,Transit,2018.0
TOI-1260 c,TOI-1260,13.2,2.76,7.493134,651.0,4227.0,Transit,2021.0
CoRoT-13 b,CoRoT-13,415.704,9.92,4.03519,1700.0,5945.0,Transit,2010.0
TOI-2096 c,TOI-2096,,1.914,6.38784,349.0,3300.0,Transit,2023.0
HAT-P-59 b,HAT-P-59,489.45574678,12.58768533,4.1419771,1277.8,5678.0,Transit,2021.0
